	code	id	name	type	ct	clid	superid	vi
10492	V90.11	9779	Other injuries and conditions due to external causes	dx	1166	1952.0	241	10493
10493	V90.12	9780	Other injuries and conditions due to external causes	dx	1215	1950.0	241	10494
10494	099.2	12800	STI	dx	7750	1839.0	224	10495
10495	721.3	9782	General_Spondylosis_Spine_Disorder	dx	2835019	1697.0	274	10496
10496	721.2	9783	General_Spondylosis_Spine_Disorder	dx	440181	1697.0	274	10497
10497	721.1	9784	Inflammatory_Spondylopathies	dx	291324	1826.0	274	10498
10498	721.0	9785	General_Spondylosis_Spine_Disorder	dx	1891695	1697.0	274	10499
10499	721.7	9786	General_Spondylosis_Spine_Disorder	dx	5527	1697.0	274	10500
10500	721.6	9787	General_Spondylosis_Spine_Disorder	dx	5241	1697.0	274	10501
10501	721.5	8435	General_Spondylosis_Spine_Disorder	dx	3004	1697.0	274	10502
10502	441.7	6876	Aneurysm	dx	15893	1533.0	257	10503
10503	721.8	9791	General_Spondylosis_Spine_Disorder	dx	183600	1697.0	274	10504
10504	V15.82	14580	Substance_Abuse	dx	908129	1463.0	315	10505
10505	535.70	6028	Gastritis_Duodenitis	dx	3741	1603.0	260	10506
10506	535.71	9794	Gastritis_Duodenitis	dx	168	1603.0	260	10507
10507	980.0	9795	Substance_Abuse	dx	17538	1466.0	309	10508
10508	370.61	9796	Eye_Inflammation	dx	17556	1725.0	221	10509
10509	998.11	9797	Non_Specific_Pulmonary_Disorder	dx	235295	1442.0	234	10510
10510	998.13	9798	Non_Specific_Pulmonary_Disorder	dx	117311	1442.0	234	10511
10511	998.12	9799	Non_Specific_Pulmonary_Disorder	dx	170695	1446.0	234	10512
10512	867.8	9800	Crushing injury or internal injury	dx	6700	1440.0	232	10513
10513	867.9	9801	Crushing injury or internal injury	dx	527	1441.0	232	10514
10514	867.6	9802	Crushing injury or internal injury	dx	2991	1441.0	232	10515
10515	867.7	9803	Crushing injury or internal injury	dx	263	1440.0	232	10516
10516	867.5	9805	Crushing injury or internal injury	dx	463	1441.0	232	10517
10517	867.2	9806	Crushing injury or internal injury	dx	5754	1439.0	232	10518
10518	566.	9807	Rectal_Anal_Disorder	dx	215915	1454.0	275	10519
10519	867.0	9808	Crushing injury or internal injury	dx	20880	1439.0	232	10520
10520	867.1	9809	Crushing injury or internal injury	dx	3898	1441.0	232	10521
10521	388.12	9810	Hearing_Loss	dx	44130	1498.0	239	10522
10522	388.10	9811	Hearing_Loss	dx	18124	1498.0	239	10523
10523	388.11	9812	General_Ear_Disorder	dx	5794	1781.0	239	10524
10524	996.75	10014	Atherosclerosis	dx	12682	1881.0	234	10525
10525	V21.8	9815	Sleep_Disorder	dx	6737	2098.0	220	10526
10526	996.74	10015	Atherosclerosis	dx	137023	1882.0	234	10527
10527	V21.9	9817	Sleep_Disorder	dx	3143	2098.0	220	10528
10528	996.77	10016	Atherosclerosis	dx	95992	1874.0	234	10529
10529	996.76	10017	Atherosclerosis	dx	61853	1873.0	234	10530
10530	189.2	15918	Kidney_Cancer	dx	12017	1389.0	318	10531
10531	654.74	9820	Disease_of_the_Female_Reproductive_Organs	dx	335	2031.0	222	10532
10532	654.73	9822	Disease_of_the_Female_Reproductive_Organs	dx	5019	2031.0	222	10533
10533	654.70	9823	Disease_of_the_Female_Reproductive_Organs	dx	517	2031.0	222	10534
10534	654.71	9824	Disease_of_the_Female_Reproductive_Organs	dx	2396	2031.0	222	10535
10535	801.32	9825	Intracranial injury	dx	535	2062.0	233	10536
10536	801.30	9827	Intracranial injury	dx	2580	2062.0	233	10537
10537	801.31	9828	Intracranial injury	dx	893	2063.0	233	10538
10538	801.35	9831	Intracranial injury	dx	178	2063.0	233	10539
10539	801.39	9832	Intracranial injury	dx	118	2062.0	233	10540
10540	804.90	9836	Intracranial injury	dx	263	2063.0	233	10541
10541	852.50	9837	Intracranial injury	dx	294	2062.0	233	10542
10542	E89.08	9843	E Codes: Fire/burn	dx	139	1492.0	220	10543
10543	V83.02	8836	Sleep_Disorder	dx	445	2098.0	220	10544
10544	V83.01	9845	Sleep_Disorder	dx	831	2100.0	220	10545
10545	045.02	9847	Poliomyelitis	dx	117	1286.0	258	10546
10546	384.25	8850	Tympanic_Membrane_Disorders	dx	5836	1437.0	239	10547
10547	384.23	4804	Tympanic_Membrane_Disorders	dx	14128	1437.0	239	10548
10548	384.22	9851	Tympanic_Membrane_Disorders	dx	3832	1437.0	239	10549
10549	384.21	7200	Tympanic_Membrane_Disorders	dx	96158	1437.0	239	10550
10550	384.20	8872	Tympanic_Membrane_Disorders	dx	328884	1437.0	239	10551
10551	574.31	9854	Biliary_Tract_Disease	dx	9055	1619.0	299	10552
10552	574.30	8879	Biliary_Tract_Disease	dx	23067	1619.0	299	10553
10553	297.1	9856	Paranoia	dx	33984	2137.0	269	10554
10554	297.0	9857	Paranoia	dx	2050	2137.0	269	10555
10555	297.3	9858	Paranoia	dx	714	2137.0	269	10556
10556	297.2	2884	Paranoia	dx	1842	2137.0	269	10557
10557	942.30	9860	Burns	dx	1077	2008.0	231	10558
10558	040.41	4461	Gestational_Pregnancy_Related_Disorder	dx	126	2118.0	244	10559
10559	040.42	8917	General_Bacterial_Infection	dx	656	1963.0	224	10560
10560	942.33	9863	Burns	dx	1780	2008.0	231	10561
10561	297.9	5613	Paranoia	dx	21830	2137.0	269	10562
10562	942.35	8327	Burns	dx	174	2008.0	231	10563
10563	811.19	9866	Fractures|Other fractures	dx	206	1641.0	223	10564
10564	891.1	9868	Open wounds|Open wounds of extremities	dx	185126	1478.0	243	10565
10565	891.0	9869	Open wounds|Open wounds of extremities	dx	756484	1477.0	243	10566
10566	891.2	9870	Open wounds|Open wounds of extremities	dx	15707	1477.0	243	10567
10567	918.1	9871	Superficial injury; contusion	dx	1098620	1530.0	252	10568
10568	918.0	9872	Superficial injury; contusion	dx	47640	1530.0	252	10569
10569	918.2	9873	Superficial injury; contusion	dx	78791	1530.0	252	10570
10570	737.21	9874	Abnormal_Spine_Curvature	dx	2068	1542.0	264	10571
10571	737.20	9875	Abnormal_Spine_Curvature	dx	45763	1542.0	264	10572
10572	737.22	9877	Abnormal_Spine_Curvature	dx	448	1542.0	264	10573
10573	918.9	9878	Superficial injury; contusion	dx	51611	1530.0	252	10574
10574	390.	9025	Streptococcal_Infection	dx	13972	1899.0	224	10575
10575	737.29	9882	Abnormal_Spine_Curvature	dx	6606	1542.0	264	10576
10576	801.51	9886	Fractures|Other fractures	dx	629	1641.0	223	10577
10577	524.23	9887	Oro_Facial_Congenital_Anomaly	dx	2783	1740.0	242	10578
10578	524.22	9888	Oro_Facial_Congenital_Anomaly	dx	1937	1740.0	242	10579
10579	524.21	9889	Oro_Facial_Congenital_Anomaly	dx	489	1740.0	242	10580
10580	524.20	9890	Oro_Facial_Congenital_Anomaly	dx	4271	1740.0	242	10581
10581	524.27	9891	Oro_Facial_Congenital_Anomaly	dx	1586	1740.0	242	10582
10582	736.89	9115	Acquired_Limb_Deformities	dx	86753	1541.0	264	10583
10583	524.25	9893	Oro_Facial_Congenital_Anomaly	dx	391	1740.0	242	10584
10584	524.24	9894	Oro_Facial_Congenital_Anomaly	dx	2867	1740.0	242	10585
10585	268.0	9895	Vitamin_Deficiency	dx	38602	1614.0	301	10586
10586	524.29	9896	Oro_Facial_Congenital_Anomaly	dx	2116	1740.0	242	10587
10587	524.28	9897	Oro_Facial_Congenital_Anomaly	dx	507	1740.0	242	10588
10588	736.81	9898	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	181058	1535.0	264	10589
10589	719.85	12009	Non_Specific_Joint_Disorder	dx	71050	1859.0	225	10590
10590	300.16	15738	Psychogenic_Somatoform_Disorder	dx	2468	1798.0	262	10591
10591	902.19	9220	Crushing injury or internal injury	dx	125	1441.0	232	10592
10592	885.0	9232	Open wounds|Open wounds of extremities	dx	9362	1477.0	243	10593
10593	885.1	9233	Open wounds|Open wounds of extremities	dx	2857	1477.0	243	10594
10594	996.62	7914	Atherosclerosis	dx	73251	1882.0	234	10595
10595	902.10	9244	Crushing injury or internal injury	dx	681	1440.0	232	10596
10596	902.11	9246	Crushing injury or internal injury	dx	143	1440.0	232	10597
10597	172.9	9920	Melanoma	dx	167562	1595.0	266	10598
10598	172.8	9921	Melanoma	dx	30639	1595.0	266	10599
10599	521.81	9923	Non_Specific_Dental_Disorder	dx	12503	1546.0	242	10600
10600	172.1	9924	Melanoma	dx	5030	1595.0	266	10601
10601	172.0	9925	Melanoma	dx	6210	1595.0	266	10602
10602	172.3	9926	Melanoma	dx	47499	1595.0	266	10603
10603	172.2	9927	Melanoma	dx	12164	1595.0	266	10604
10604	172.5	9928	Melanoma	dx	111374	1595.0	266	10605
10605	172.4	9929	Melanoma	dx	30306	1595.0	266	10606
10606	172.7	9930	Melanoma	dx	54309	1595.0	266	10607
10607	172.6	9931	Melanoma	dx	72625	1595.0	266	10608
10608	922.8	9932	Superficial injury; contusion	dx	10517	1530.0	252	10609
10609	922.9	9933	Superficial injury; contusion	dx	35220	1530.0	252	10610
10610	803.80	9934	Intracranial injury	dx	168	2062.0	233	10611
10611	V25.8	12837	Contraceptive and procreative management	dx	114305	1356.0	294	10612
10612	922.2	9937	Superficial injury; contusion	dx	175320	1530.0	252	10613
10613	922.0	9939	Superficial injury; contusion	dx	23013	1530.0	252	10614
10614	922.1	9940	Superficial injury; contusion	dx	831933	1530.0	252	10615
10615	922.4	9941	Superficial injury; contusion	dx	38955	1530.0	252	10616
10616	719.10	9942	Non_Specific_Joint_Disorder	dx	9567	1859.0	225	10617
10617	717.89	4368	Non_Specific_Acquired_Musculoskeletal_Abnormality	dx	103164	1535.0	245	10618
10618	719.12	9371	Non_Specific_Joint_Disorder	dx	3834	1859.0	225	10619
10619	719.13	9945	Non_Specific_Joint_Disorder	dx	1451	1859.0	225	10620
10620	719.14	4978	Non_Specific_Joint_Disorder	dx	6625	1859.0	225	10621
10621	719.15	4986	Non_Specific_Joint_Disorder	dx	5556	1859.0	225	10622
10622	719.16	9948	Non_Specific_Joint_Disorder	dx	39181	1859.0	225	10623
10623	715.95	715	Osteoarthritis	dx	1011542	1613.0	225	10624
10624	719.18	9950	Non_Specific_Joint_Disorder	dx	1751	1859.0	225	10625
10625	719.19	9951	Non_Specific_Joint_Disorder	dx	2381	1860.0	225	10626
10626	112.1	9953	Fungal_Infection	dx	1607449	1644.0	293	10627
10627	V84.09	9954	Sleep_Disorder	dx	6184	2092.0	220	10628
10628	112.0	9955	Fungal_Infection	dx	660258	1644.0	293	10629
10629	715.90	9956	Osteoarthritis	dx	2543609	1613.0	225	10630
10630	363.20	9957	Eye_Inflammation	dx	30214	1725.0	221	10631
10631	363.21	9958	Eye_Inflammation	dx	8959	1725.0	221	10632
10632	363.22	9959	Eye_Inflammation	dx	561	1725.0	221	10633
10633	744.1	9960	Congenital_Anomaly_of_Skull_Neck	dx	12135	1792.0	228	10634
10634	718.99	9961	Non_Specific_Joint_Disorder	dx	3653	1859.0	225	10635
10635	718.98	9962	Non_Specific_Joint_Disorder	dx	9562	1859.0	225	10636
10636	718.93	9498	Non_Specific_Joint_Disorder	dx	14635	1859.0	225	10637
10637	718.92	9966	Non_Specific_Joint_Disorder	dx	11613	1859.0	225	10638
10638	718.91	9967	Non_Specific_Joint_Disorder	dx	108445	1859.0	225	10639
10639	718.90	2993	Non_Specific_Joint_Disorder	dx	20201	1859.0	225	10640
10640	718.97	9969	Non_Specific_Joint_Disorder	dx	57423	1859.0	225	10641
10641	718.95	9971	Non_Specific_Joint_Disorder	dx	35904	1859.0	225	10642
10642	718.94	9972	Non_Specific_Joint_Disorder	dx	14277	1859.0	225	10643
10643	E85.48	9973	E Codes: Poisoning	dx	144	1884.0	220	10644
10644	112.9	9974	Fungal_Infection	dx	386791	1644.0	293	10645
10645	649.70	9590	Gestational_Pregnancy_Related_Disorder	dx	2677	2115.0	222	10646
10646	649.71	9793	Gestational_Pregnancy_Related_Disorder	dx	5041	2115.0	222	10647
10647	649.73	9978	Gestational_Pregnancy_Related_Disorder	dx	38834	2115.0	222	10648
10648	414.2	9983	Atherosclerosis	dx	49326	1872.0	236	10649
10649	414.3	9984	Atherosclerosis	dx	9727	1872.0	236	10650
10650	414.4	9985	Atherosclerosis	dx	7983	1872.0	236	10651
10651	088.0	9986	Arthropod_Borne_Diseases	dx	5024	1433.0	246	10652
10652	414.8	9987	Non_Specified_Cardiac_Ischemia	dx	512860	2107.0	236	10653
10653	414.9	9988	Non_Specified_Cardiac_Ischemia	dx	886078	2107.0	236	10654
10654	V85.37	10836	Obese_bmi	dx	40994	1742.0	254	10655
10655	693.9	9990	Atopic_Contact_Dermatitis	dx	25066	1409.0	256	10656
10656	597.81	9991	Non_Specific_Urinary_Disorder	dx	39722	2023.0	237	10657
10657	367.51	9992	Acquired_Visual_Disturbances	dx	8510	1612.0	221	10658
10658	E85.40	9993	E Codes: Poisoning	dx	1971	1884.0	220	10659
10659	367.53	9994	Acquired_Visual_Disturbances	dx	10480	1612.0	221	10660
10660	367.52	8676	Acquired_Visual_Disturbances	dx	307	1611.0	221	10661
10661	693.0	9997	Atopic_Contact_Dermatitis	dx	265127	1409.0	256	10662
10662	362.85	9746	Acquired_Retinal_Defects	dx	20088	1766.0	221	10663
10663	362.84	10000	Acquired_Retinal_Defects	dx	18849	1766.0	221	10664
10664	362.81	10002	Acquired_Retinal_Defects	dx	172524	1766.0	221	10665
10665	362.83	10003	Acquired_Retinal_Defects	dx	269699	1766.0	221	10666
10666	362.82	10004	Acquired_Retinal_Defects	dx	29022	1766.0	221	10667
10667	733.21	10005	Non_Specific_Osteopathy	dx	14812	2152.0	290	10668
10668	733.20	10006	Non_Specific_Osteopathy	dx	102184	2152.0	290	10669
10669	362.89	10009	Acquired_Retinal_Defects	dx	30135	1766.0	221	10670
10670	996.71	10010	Atherosclerosis	dx	6361	1872.0	234	10671
10671	996.70	10011	Atherosclerosis	dx	37934	1873.0	234	10672
10672	996.73	10012	Atherosclerosis	dx	102666	1882.0	234	10673
10673	011.30	9819	Tuberculosis	dx	554	1459.0	224	10674
10674	996.79	10018	Atherosclerosis	dx	80713	1873.0	234	10675
10675	996.78	10019	Atherosclerosis	dx	228216	1877.0	234	10676
10676	365.59	10020	Glaucoma	dx	3219	1435.0	221	10677
10677	E93.57	10021	E Codes: Adverse effects of medical drugs	dx	689	2055.0	220	10678
10678	661.21	10022	Gestational_Pregnancy_Related_Disorder	dx	124307	2115.0	250	10679
10679	661.20	10023	Gestational_Pregnancy_Related_Disorder	dx	10396	2115.0	250	10680
10680	661.23	10024	Gestational_Pregnancy_Related_Disorder	dx	18230	2115.0	250	10681
10681	950.2	10025	Other injuries and conditions due to external causes	dx	851	1951.0	241	10682
10682	E93.58	10026	E Codes: Adverse effects of medical drugs	dx	1652	2055.0	220	10683
10683	923.9	10028	Superficial injury; contusion	dx	135919	1530.0	252	10684
10684	238.75	12863	Myeloproliferative_Disease	dx	57236	1334.0	276	10685
10685	E93.59	10029	E Codes: Adverse effects of medical drugs	dx	1853	2055.0	220	10686
10686	813.14	10031	Fractures|Other fractures	dx	1783	1641.0	223	10687
10687	576.9	10033	Biliary_Tract_Disease	dx	40891	1621.0	299	10688
10688	576.8	10034	Biliary_Tract_Disease	dx	251594	1621.0	299	10689
10689	576.1	10035	Biliary_Tract_Disease	dx	50346	1621.0	299	10690
10690	576.0	10036	Biliary_Tract_Disease	dx	16804	1620.0	299	10691
10691	576.3	10037	Biliary_Tract_Disease	dx	3320	1621.0	299	10692
10692	576.2	10038	Biliary_Tract_Disease	dx	109545	1621.0	299	10693
10693	576.5	10039	Biliary_Tract_Disease	dx	8942	1620.0	299	10694
10694	576.4	9998	Biliary_Tract_Disease	dx	2465	1621.0	299	10695
10695	313.89	10042	Unspecified_Behavioral_Development_Disorder	dx	15478	1871.0	327	10696
10696	313.81	10043	Conduct_Disorder	dx	224440	1421.0	322	10697
10697	313.83	10044	Anxiety_Phobic_Disorder	dx	23731	1914.0	312	10698
10698	313.82	10045	Anxiety_Phobic_Disorder	dx	2544	1914.0	312	10699
10699	482.89	10047	Pneumonia	dx	89257	1328.0	253	10700
10700	482.82	10048	Pneumonia	dx	4509	1328.0	253	10701
10701	482.83	10049	Pneumonia	dx	24798	1328.0	253	10702
10702	482.81	10050	Pneumonia	dx	6225	1328.0	253	10703
10703	482.84	10051	Pneumonia	dx	4017	1328.0	253	10704
10704	997.72	10054	Non_Specific_Pulmonary_Disorder	dx	767	1443.0	234	10705
10705	997.71	10055	Non_Specific_Pulmonary_Disorder	dx	965	1446.0	234	10706
10706	997.79	10158	Non_Specific_Pulmonary_Disorder	dx	8117	1446.0	234	10707
10707	865.10	10065	Crushing injury or internal injury	dx	1656	1441.0	232	10708
10708	865.11	10067	Crushing injury or internal injury	dx	513	1440.0	232	10709
10709	722.81	10068	General_Spondylosis_Spine_Disorder	dx	88003	1697.0	274	10710
10710	722.80	10069	General_Spondylosis_Spine_Disorder	dx	43790	1697.0	274	10711
10711	722.83	10070	General_Spondylosis_Spine_Disorder	dx	357134	1697.0	274	10712
10712	722.82	10071	General_Spondylosis_Spine_Disorder	dx	17850	1697.0	274	10713
10713	E96.3	10072	E Codes: Suffocation	dx	294	1929.0	220	10714
10714	E96.6	10074	E Codes: Cut/pierceb	dx	6409	1523.0	220	10715
10715	E96.9	10076	E Codes: Other specified; NEC	dx	1133	1457.0	220	10716
10716	238.71	10077	Myeloproliferative_Disease	dx	102939	1334.0	276	10717
10717	201.92	10078	Hodgkins_Disease	dx	4978	1593.0	229	10718
10718	201.93	10079	Hodgkins_Disease	dx	2039	1593.0	229	10719
10719	201.90	4458	Hodgkins_Disease	dx	64838	1593.0	229	10720
10720	201.91	10081	Hodgkins_Disease	dx	8892	1593.0	229	10721
10721	201.96	10082	Hodgkins_Disease	dx	683	1593.0	229	10722
10722	201.97	10083	Hodgkins_Disease	dx	311	1593.0	229	10723
10723	201.94	10084	Hodgkins_Disease	dx	2319	1593.0	229	10724
10724	201.95	10085	Hodgkins_Disease	dx	1387	1593.0	229	10725
10725	V61.42	10086	Administrative/social admission|Factors influencing health care	dx	1609	1674.0	226	10726
10726	201.98	10087	Hodgkins_Disease	dx	9007	1593.0	229	10727
10727	712.99	10089	Gout_Related_Crystal_Arthropathies	dx	284	1283.0	283	10728
10728	712.98	10090	Gout_Related_Crystal_Arthropathies	dx	124	1283.0	283	10729
10729	726.90	10091	Muscle_Ligament_Disorder	dx	1588731	1650.0	247	10730
10730	726.91	10092	Non_Specific_Osteopathy	dx	727999	2152.0	247	10731
10731	712.91	10095	Gout_Related_Crystal_Arthropathies	dx	331	1283.0	283	10732
10732	712.90	10096	Gout_Related_Crystal_Arthropathies	dx	3516	1283.0	283	10733
10733	712.93	10097	Gout_Related_Crystal_Arthropathies	dx	155	1283.0	283	10734
10734	712.95	10099	Gout_Related_Crystal_Arthropathies	dx	256	1283.0	283	10735
10735	712.94	10100	Gout_Related_Crystal_Arthropathies	dx	296	1283.0	283	10736
10736	712.97	10101	Gout_Related_Crystal_Arthropathies	dx	605	1283.0	283	10737
10737	712.96	10102	Gout_Related_Crystal_Arthropathies	dx	1295	1283.0	283	10738
10738	665.30	10103	Gestational_Pregnancy_Related_Disorder	dx	416	2115.0	222	10739
10739	665.31	10104	Gestational_Pregnancy_Related_Disorder	dx	4102	2115.0	222	10740
10740	665.34	10105	Gestational_Pregnancy_Related_Disorder	dx	489	2115.0	222	10741
10741	863.51	10106	Crushing injury or internal injury	dx	227	1441.0	232	10742
10742	820.9	10109	Fractures|Other fractures	dx	29007	1640.0	223	10743
10743	820.8	10110	Fractures|Other fractures	dx	315219	1640.0	223	10744
10744	173.09	10111	Non_Melanoma_Skin_Cancer	dx	731	1852.0	266	10745
10745	173.01	10114	Non_Melanoma_Skin_Cancer	dx	21064	1852.0	266	10746
10746	173.00	10115	Non_Melanoma_Skin_Cancer	dx	3675	1852.0	266	10747
10747	173.02	10116	Non_Melanoma_Skin_Cancer	dx	8063	1852.0	266	10748
10748	830.0	10117	Non_Specific_Joint_Disorder	dx	29483	1859.0	245	10749
10749	830.1	10118	Non_Specific_Joint_Disorder	dx	2093	1859.0	245	10750
10750	863.52	10119	Crushing injury or internal injury	dx	393	1439.0	232	10751
10751	304.30	10120	Substance_Abuse	dx	97918	1466.0	259	10752
10752	304.31	10121	Substance_Abuse	dx	19832	1466.0	259	10753
10753	304.32	10122	Substance_Abuse	dx	3452	1466.0	259	10754
10754	304.33	10123	Substance_Abuse	dx	4572	1466.0	259	10755
10755	084.9	10125	Arthropod_Borne_Diseases	dx	561	1433.0	246	10756
10756	275.09	10126	Iron_Metabolism_Disorder	dx	57873	1474.0	254	10757
10757	873.73	10127	Open wounds|Open wounds of extremities	dx	10541	1477.0	243	10758
10758	581.89	10128	Nephrotic_Syndrome	dx	6220	1344.0	237	10759
10759	873.71	10129	Open wounds|Open wounds of extremities	dx	1475	1477.0	243	10760
10760	873.70	10130	Open wounds|Open wounds of extremities	dx	3876	1477.0	243	10761
10761	275.03	10132	Iron_Metabolism_Disorder	dx	46989	1474.0	254	10762
10762	084.1	10133	Arthropod_Borne_Diseases	dx	305	1433.0	246	10763
10763	084.0	10134	Arthropod_Borne_Diseases	dx	1495	1433.0	246	10764
10764	084.7	10135	Arthropod_Borne_Diseases	dx	130	1433.0	246	10765
10765	084.6	56	Arthropod_Borne_Diseases	dx	8071	1433.0	246	10766
10766	084.5	10137	Arthropod_Borne_Diseases	dx	417	1433.0	246	10767
10767	084.4	10138	Arthropod_Borne_Diseases	dx	881	1433.0	246	10768
10768	242.40	10139	Thyrotoxicosis	dx	14844	1501.0	297	10769
10769	242.41	10140	Thyrotoxicosis	dx	1773	1501.0	297	10770
10770	V24.1	10141	Gestational_Pregnancy_Related_Disorder	dx	133618	2115.0	308	10771
10771	V24.0	10142	Gestational_Pregnancy_Related_Disorder	dx	55162	2115.0	308	10772
10772	584.6	10143	Acute_Renal_Failure	dx	7886	1784.0	237	10773
10773	584.7	10144	Acute_Renal_Failure	dx	1836	1784.0	237	10774
10774	584.5	10145	Acute_Renal_Failure	dx	138657	1784.0	237	10775
10775	584.8	10147	Acute_Renal_Failure	dx	32363	1784.0	237	10776
10776	584.9	10148	Acute_Renal_Failure	dx	1072683	1784.0	237	10777
10777	V10.46	14969	Cancer_history	dx	254623	1730.0	326	10778
10778	781.2	10149	ill_defined_symptoms	dx	1836072	2146.0	240	10779
10779	646.40	10152	Gestational_Pregnancy_Related_Disorder	dx	625	2115.0	227	10780
10780	646.41	10153	Gestational_Pregnancy_Related_Disorder	dx	225	2116.0	227	10781
10781	646.43	10155	Gestational_Pregnancy_Related_Disorder	dx	1703	2115.0	227	10782
10782	646.44	10156	Gestational_Pregnancy_Related_Disorder	dx	121	2117.0	227	10783
10783	458.21	10159	Hypotension	dx	5663	1326.0	234	10784
10784	288.4	12486	Unspecified_White_Blood_Cell_Disease	dx	2240	1488.0	317	10785
10785	458.29	10163	Hypotension	dx	55108	1326.0	234	10786
10786	863.55	1619	Crushing injury or internal injury	dx	726	1439.0	232	10787
10787	969.05	7155	Poisoning|Poisoning by other medications and drugs	dx	2371	1768.0	230	10788
10788	478.19	10168	Upper_Respiratory_Inflammation	dx	2327855	2044.0	282	10789
10789	V15.49	15748	Substance_Abuse	dx	1253	1465.0	315	10790
10790	478.11	10170	Upper_Respiratory_Inflammation	dx	106623	2044.0	282	10791
10791	V90.83	10171	Other injuries and conditions due to external causes	dx	701	1952.0	241	10792
10792	238.74	12862	Myeloproliferative_Disease	dx	3207	1334.0	276	10793
10793	807.19	10176	Fractures|Other fractures	dx	1364	1640.0	223	10794
10794	807.14	10179	Fractures|Other fractures	dx	176	1641.0	223	10795
10795	807.15	10180	Fractures|Other fractures	dx	137	1641.0	223	10796
10796	807.12	10181	Fractures|Other fractures	dx	520	1640.0	223	10797
10797	807.13	10182	Fractures|Other fractures	dx	328	1640.0	223	10798
10798	807.10	10183	Fractures|Other fractures	dx	5068	1640.0	223	10799
10799	807.11	10184	Fractures|Other fractures	dx	2004	1640.0	223	10800
10800	816.00	12337	Fractures|Other fractures	dx	548887	1641.0	223	10801
10801	V15.41	15756	Substance_Abuse	dx	13695	1466.0	315	10802
10802	V15.42	15757	Substance_Abuse	dx	2714	1466.0	315	10803
10803	723.4	10189	Non_Specific_Pain	dx	2679964	1842.0	274	10804
10804	775.0	10190	Neonatal_Disease	dx	32747	1544.0	244	10805
10805	775.1	10191	Neonatal_Disease	dx	1072	1544.0	244	10806
10806	775.2	10192	Neonatal_Disease	dx	291	1544.0	244	10807
10807	848.8	10193	Sprains and strains	dx	385210	1346.0	273	10808
10808	775.4	10194	Neonatal_Disease	dx	4817	1544.0	244	10809
10809	775.5	10195	Neonatal_Disease	dx	14279	1544.0	244	10810
10810	775.6	10196	Neonatal_Disease	dx	44136	1544.0	244	10811
10811	775.7	10197	Neonatal_Disease	dx	2322	1544.0	244	10812
10812	775.8	10198	Neonatal_Disease	dx	130	1544.0	244	10813
10813	775.9	10199	Neonatal_Disease	dx	1431	1544.0	244	10814
10814	848.1	10200	Sprains and strains	dx	21170	1346.0	273	10815
10815	238.73	10113	Myeloproliferative_Disease	dx	6670	1334.0	276	10816
10816	848.5	10202	Sprains and strains	dx	46428	1346.0	273	10817
10817	752.42	10203	Female_Genital_Congenital_Anomaly	dx	7903	1587.0	286	10818
10818	752.43	10204	Female_Genital_Congenital_Anomaly	dx	130	1587.0	286	10819
10819	752.40	10205	Female_Genital_Congenital_Anomaly	dx	8968	1587.0	286	10820
10820	752.41	10206	Female_Genital_Congenital_Anomaly	dx	4523	1588.0	286	10821
10821	752.46	10207	Female_Genital_Congenital_Anomaly	dx	549	1587.0	286	10822
10822	752.47	10208	Female_Genital_Congenital_Anomaly	dx	1102	1588.0	286	10823
10823	752.44	10209	Female_Genital_Congenital_Anomaly	dx	369	1588.0	286	10824
10824	752.45	10210	Female_Genital_Congenital_Anomaly	dx	659	1587.0	286	10825
10825	752.49	10211	Female_Genital_Congenital_Anomaly	dx	52746	1587.0	286	10826
10826	V58.49	10213	Administrative/social admission|Factors influencing health care	dx	571987	1665.0	226	10827
10827	750.25	12873	Oro_Facial_Congenital_Anomaly	dx	320	1740.0	303	10828
10828	V58.43	10215	Administrative/social admission|Factors influencing health care	dx	98279	1661.0	226	10829
10829	V58.42	11100	Administrative/social admission|Factors influencing health care	dx	119569	1670.0	226	10830
10830	V58.41	10217	Administrative/social admission|Factors influencing health care	dx	22766	1664.0	226	10831
10831	238.79	10188	Myeloproliferative_Disease	dx	48447	1334.0	276	10832
10832	121.9	10220	Parasitic_Infection	dx	265	1475.0	246	10833
10833	279.03	7168	Non_Specific_Humoral_Deficiency	dx	25177	1579.0	328	10834
10834	825.35	10223	Fractures|Other fractures	dx	11641	1641.0	223	10835
10835	121.6	10224	Parasitic_Infection	dx	110	1475.0	246	10836
10836	121.1	10225	Parasitic_Infection	dx	844	1475.0	246	10837
10837	121.0	10226	Parasitic_Infection	dx	422	1475.0	246	10838
10838	825.32	10227	Fractures|Other fractures	dx	1684	1641.0	223	10839
10839	121.2	10228	Parasitic_Infection	dx	447	1475.0	246	10840
10840	E87.58	10233	E Codes: Adverse effects of medical care	dx	724	1378.0	220	10841
10841	780.79	10234	Atopic_Contact_Dermatitis	dx	16560987	1411.0	256	10842
10842	364.82	10235	Disorders_of_Iris_Ciliary_Body	dx	1055	1980.0	221	10843
10843	364.81	10236	Disorders_of_Iris_Ciliary_Body	dx	12478	1980.0	221	10844
10844	E00.89	10237	E Codes: Unspecified	dx	3445	1280.0	220	10845
10845	E00.84	10239	E Codes: Unspecified	dx	3561	1280.0	220	10846
10846	E00.83	10240	E Codes: Unspecified	dx	977	1280.0	220	10847
